cap.disk,mid,score,avl.cpu.min,util.cpu.max,util.cpu.avg,avl.mem.min,util.mem.max,util.mem.avg,avl.disk,util.disk,alv.p,inst.cnt,inst.list
2457,machine_3363,2.4,25,73%,63%,15,95%,94%,757,69%,7,27,"[60*25,100*2]"
2457,machine_3364,2.7,18,81%,65%,34,88%,86%,467,81%,5,27,"[60*24,100,200,250]"
2457,machine_3365,2.4,18,80%,62%,92,68%,68%,1317,46%,6,19,"[40*3,60*14,80,100]"
2457,machine_3366,3.4,7,92%,71%,70,76%,73%,757,69%,7,27,"[40*2,60*22,100*3]"
2457,machine_3367,1.0,47,49%,36%,100,65%,62%,690,72%,7,24,"[40*2,60*16,80*2,100*2,167,200]"
2457,machine_3369,2.8,15,83%,65%,32,89%,86%,637,74%,7,26,"[40*2,60*18,80*2,100*3,200]"
2457,machine_3370,2.6,16,82%,64%,21,93%,91%,547,78%,7,30,"[40,60*26,80*2,150]"
2457,machine_3371,2.8,16,83%,66%,38,87%,85%,347,86%,7,32,"[40*2,60*28,150,200]"
2457,machine_3372,1.3,35,61%,50%,133,54%,53%,1377,44%,7,18,"[40*4,60*12,100*2]"
2457,machine_3373,1.1,37,60%,47%,136,53%,53%,1457,41%,6,11,"[40,60*6,100*2,200*2]"
2457,machine_3374,3.4,6,94%,70%,28,90%,88%,427,83%,7,30,"[40,60*26,80,100,250]"
2457,machine_3376,2.6,9,90%,63%,29,90%,86%,677,72%,6,25,"[40*2,60*20,100*2,300]"
2457,machine_3377,3.0,14,84%,67%,69,76%,74%,930,62%,7,23,"[40,60*18,80*3,167]"
2457,machine_3379,1.6,16,82%,52%,68,76%,76%,1217,50%,5,19,"[40,60*15,100*3]"
2457,machine_3382,2.8,13,86%,65%,80,72%,71%,1337,46%,6,19,"[40*4,60*13,80,100]"
2457,machine_3387,2.3,17,82%,60%,132,54%,47%,1137,54%,7,15,"[60*12,100,200,300]"
2457,machine_3388,2.7,18,80%,65%,44,85%,83%,817,67%,7,26,"[40*3,60*18,80*3,100*2]"
2457,machine_3389,2.6,21,77%,64%,55,81%,79%,597,76%,7,26,"[40,60*21,80*2,100,300]"
2457,machine_3390,1.0,44,52%,39%,54,81%,80%,537,78%,7,25,"[40,60*16,80*4,100*2,200*2]"
2457,machine_3391,2.4,19,80%,61%,94,67%,67%,877,64%,7,25,"[60*23,100*2]"
2457,machine_3392,4.2,11,88%,77%,11,96%,94%,637,74%,7,31,"[40*3,60*27,80]"
2457,machine_3395,5.3,7,93%,85%,48,83%,78%,697,72%,7,20,"[60*15,80*2,200*2,300]"
2457,machine_3397,4.1,7,92%,76%,107,63%,57%,1117,55%,7,15,"[60*11,80,100,200,300]"
2457,machine_3398,2.2,17,82%,60%,63,78%,78%,1077,56%,6,22,"[60*20,80,100]"
2457,machine_3399,4.2,6,93%,77%,39,87%,75%,1057,57%,7,18,"[40,60*13,80,100*2,300]"
2457,machine_3400,1.2,35,62%,47%,27,91%,88%,737,70%,7,28,"[40*2,60*24,100*2]"
2457,machine_3401,2.9,15,83%,67%,12,96%,95%,387,84%,7,31,"[40*2,60*26,80,150,200]"
2457,machine_3402,3.8,10,89%,73%,4,99%,98%,957,61%,7,19,"[40,60*16,200,300]"
2457,machine_3404,3.9,0,100%,75%,15,95%,93%,477,81%,6,30,"[40*2,60*25,100*2,200]"
2457,machine_3407,1.9,23,75%,58%,70,76%,75%,997,59%,6,24,"[40,60*22,100]"
2457,machine_3408,2.1,18,81%,59%,56,80%,80%,937,62%,7,23,"[40*2,60*19,100,200]"
2457,machine_3409,4.7,4,95%,81%,12,96%,94%,817,67%,6,26,"[40*2,60*20,80*2,100*2]"
2457,machine_3412,1.0,50,45%,34%,137,53%,52%,1617,34%,5,14,"[40,60*12,80]"
2457,machine_3413,3.7,13,86%,73%,35,88%,85%,597,76%,6,28,"[40,60*24,80,100,200]"
2457,machine_3415,3.9,1,98%,74%,111,62%,61%,1317,46%,7,17,"[40*2,60*13,80,200]"
2457,machine_3419,4.2,5,95%,78%,14,95%,94%,597,76%,7,30,"[40*2,60*25,80,100*2]"
2457,machine_3420,4.6,2,98%,81%,10,97%,96%,797,68%,5,26,"[40*3,60*18,80*2,100*3]"
2457,machine_3421,2.7,15,84%,64%,48,83%,82%,837,66%,7,25,"[40*3,60*17,80,100*4]"
2457,machine_3422,3.2,12,87%,69%,21,93%,91%,577,77%,6,27,"[40,60*24,200*2]"
2457,machine_3423,2.4,23,75%,62%,38,87%,86%,537,78%,7,28,"[60*24,80,100*2,200]"
2457,machine_3428,4.6,5,95%,80%,74,74%,74%,677,72%,7,25,"[40,60*21,100,180,200]"
2457,machine_3429,2.6,12,87%,64%,19,94%,91%,747,70%,6,23,"[60*18,80,100*2,150,200]"
2457,machine_3430,4.6,2,98%,80%,34,88%,85%,367,85%,6,26,"[40,60*16,80*3,100*3,150*2,250]"
2457,machine_3431,4.4,2,98%,78%,13,95%,95%,557,77%,5,32,"[40*4,60*26,80,100]"
2457,machine_3435,4.2,4,96%,77%,18,94%,92%,457,81%,7,30,"[40*2,60*21,80*2,100*5]"
2457,machine_3438,3.7,6,94%,73%,39,86%,85%,897,63%,6,24,"[60*21,100*3]"
2457,machine_3441,2.4,16,83%,62%,31,89%,87%,697,72%,6,28,"[40,60*23,80*3,100]"
2457,machine_3442,3.1,9,90%,67%,88,69%,69%,657,73%,7,26,"[60*21,80*3,100,200]"
2457,machine_3444,2.3,22,76%,59%,151,48%,47%,1577,36%,7,13,"[40*2,60*10,200]"
2457,machine_3445,1.6,26,71%,51%,68,76%,76%,293,88%,6,20,"[40*2,60*16,100,1024]"
2457,machine_3446,3.8,8,91%,74%,33,88%,86%,437,82%,7,31,"[40*5,60*21,80*2,100*2,200]"
2457,machine_3447,3.0,12,87%,67%,65,78%,77%,1037,58%,7,21,"[60*17,100*4]"
2457,machine_3449,1.0,41,56%,43%,8,97%,97%,807,67%,7,15,"[40*2,60*9,80,150,200,600]"
2457,machine_3450,2.1,25,73%,59%,55,81%,79%,857,65%,7,25,"[40*3,60*17,80*2,100*3]"
2457,machine_3451,2.0,17,82%,58%,21,93%,89%,777,68%,7,26,"[40*2,60*19,80*2,100*3]"
2457,machine_3452,2.1,23,75%,59%,16,94%,92%,247,90%,7,35,"[40,60*31,80*2,150]"
2457,machine_3453,3.1,17,82%,69%,11,96%,94%,597,76%,7,29,"[40,60*23,80*3,100*2]"
2457,machine_3454,3.5,4,96%,69%,31,89%,88%,537,78%,7,23,"[40*2,60*16,80,100,200*2,300]"
2457,machine_3455,1.7,28,69%,52%,87,70%,69%,1077,56%,6,23,"[40*3,60*18,80,100]"
2457,machine_3456,2.3,16,82%,61%,30,90%,89%,650,74%,6,28,"[40*2,60*23,80,100,167]"
2457,machine_3459,3.5,7,92%,71%,9,97%,95%,157,94%,7,34,"[40,60*28,80,100*3,200]"
2457,machine_3462,3.3,9,90%,69%,22,92%,91%,497,80%,6,28,"[40*3,60*21,80,100,200*2]"
2457,machine_3464,2.6,19,80%,64%,42,86%,83%,757,69%,6,26,"[40*5,60*17,80,100*2,200]"
2457,machine_3467,2.6,18,81%,64%,18,94%,92%,427,83%,6,29,"[40*3,60*20,80*2,100*2,150,200]"
2457,machine_3468,4.0,8,91%,75%,61,79%,77%,777,68%,7,26,"[40*3,60*20,80*2,200]"
2457,machine_3471,4.0,10,89%,76%,16,94%,93%,717,71%,7,29,"[40*4,60*22,80*2,100]"
2457,machine_3472,2.7,23,75%,65%,126,56%,56%,1597,35%,6,14,"[40*3,60*9,100*2]"
2457,machine_3474,1.8,28,70%,57%,1,100%,94%,657,73%,6,30,"[40*4,60*23,80*2,100]"
2457,machine_3475,2.4,16,83%,62%,38,87%,84%,767,69%,6,27,"[40*3,60*22,100,150]"
2457,machine_3476,3.9,0,100%,74%,116,60%,58%,1517,38%,6,12,"[40*2,60*8,80,300]"
2457,machine_3478,4.0,3,97%,76%,55,81%,77%,977,60%,6,23,"[40,60*18,80*2,100*2]"
2457,machine_3479,4.3,2,98%,78%,94,67%,67%,1297,47%,7,21,"[40*7,60*13,100]"
2457,machine_3480,4.1,1,98%,76%,20,93%,91%,1017,59%,5,25,"[40*4,60*20,80]"
2457,machine_3482,2.6,16,83%,64%,58,80%,79%,1237,50%,5,20,"[40,60*18,100]"
2457,machine_3483,1.5,27,71%,52%,29,90%,89%,517,79%,7,33,"[40*4,60*28,100]"
2457,machine_3486,4.3,6,93%,78%,84,71%,70%,1057,57%,7,20,"[40*2,60*14,80,100*2,200]"
2457,machine_3488,1.4,35,62%,52%,74,74%,71%,677,72%,7,28,"[40,60*24,100*3]"
2457,machine_3489,2.3,16,82%,62%,37,87%,85%,817,67%,7,24,"[40*4,60*18,200*2]"
2457,machine_3490,3.7,4,96%,73%,54,81%,81%,677,72%,7,28,"[40*3,60*21,100*4]"
2457,machine_3491,3.0,11,89%,67%,33,88%,86%,777,68%,7,26,"[40*2,60*19,80*2,100*3]"
2457,machine_3495,3.9,2,98%,75%,39,87%,85%,977,60%,5,21,"[40,60*16,80,100*2,200]"
2457,machine_3496,2.7,13,86%,65%,72,75%,75%,1197,51%,7,21,"[40*4,60*15,100*2]"
2457,machine_3497,1.7,27,71%,55%,15,95%,94%,717,71%,7,27,"[40,60*22,80,100*3]"
2457,machine_3498,3.3,16,83%,71%,32,89%,85%,637,74%,6,26,"[40,60*20,80,100*3,200]"
2457,machine_3499,3.6,5,94%,72%,62,78%,77%,1117,55%,7,22,"[40*3,60*16,80*2,100]"
2457,machine_3500,3.3,9,90%,69%,16,94%,92%,577,77%,6,24,"[40*3,60*16,100*3,200,300]"
2457,machine_3505,4.3,2,98%,77%,88,69%,68%,1437,42%,6,17,"[40*2,60*14,100]"
2457,machine_3507,1.9,20,78%,56%,40,86%,85%,877,64%,7,25,"[40,60*21,80,100*2]"
2457,machine_3508,2.8,14,85%,65%,53,82%,80%,957,61%,7,19,"[40,60*13,80,100*3,300]"
2457,machine_3510,1.0,53,43%,33%,40,86%,85%,757,69%,7,26,"[40,60*20,80*2,100*3]"
2457,machine_3511,4.0,0,100%,75%,91,68%,64%,1297,47%,4,17,"[40*3,60*11,80,100,200]"
2457,machine_3512,3.3,9,90%,70%,43,85%,84%,657,73%,5,28,"[40*3,60*23,100,200]"
2457,machine_3514,3.6,9,90%,73%,46,84%,82%,157,94%,7,27,"[40,60*20,80*2,100*2,200,500]"
2457,machine_3516,2.7,16,82%,64%,111,62%,59%,997,59%,7,20,"[40,60*14,80,100*3,200]"
2457,machine_3517,3.8,2,97%,73%,5,98%,95%,357,85%,7,29,"[40*3,60*20,80,100*4,300]"
2457,machine_3519,2.0,18,81%,56%,127,56%,56%,1517,38%,6,14,"[60*11,80,100*2]"
2457,machine_3520,1.5,27,71%,47%,37,87%,85%,757,69%,6,21,"[40*2,60*15,120,150*2,300]"
2457,machine_3522,1.1,38,59%,44%,24,92%,87%,277,89%,7,34,"[40,60*28,80*2,100*3]"
2457,machine_3523,1.4,24,74%,48%,27,91%,86%,617,75%,7,26,"[40,60*22,80,100,300]"
2457,machine_3525,3.7,1,99%,73%,49,83%,80%,457,81%,7,26,"[40,60*21,100,200*3]"
2457,machine_3527,1.7,27,70%,54%,42,85%,83%,637,74%,7,29,"[40*3,60*22,80,100*3]"
2457,machine_3528,3.5,11,89%,72%,22,92%,92%,697,72%,6,30,"[40*4,60*25,100]"
2457,machine_3530,3.4,15,83%,71%,39,86%,84%,657,73%,7,26,"[40,60*19,80*4,100,200]"
2457,machine_3531,1.3,39,58%,53%,64,78%,76%,1197,51%,7,12,"[60*11,600]"
2457,machine_3532,4.5,2,98%,79%,31,89%,88%,797,68%,6,27,"[40*4,60*19,80*2,100*2]"
2457,machine_3533,1.9,24,74%,58%,37,87%,85%,657,73%,6,29,"[40,60*25,80*2,100]"
2457,machine_3534,1.3,27,71%,48%,20,93%,93%,717,71%,6,28,"[40,60*24,80*2,100]"
2457,machine_3536,3.4,12,87%,71%,40,86%,85%,517,79%,5,29,"[40,60*25,100*2,200]"
2457,machine_3537,4.3,2,98%,78%,28,90%,88%,577,77%,7,32,"[40*3,60*28,80]"
2457,machine_3539,2.2,15,83%,57%,101,65%,57%,1037,58%,7,19,"[40,60*15,80,100,300]"
2457,machine_3542,3.8,4,95%,74%,78,73%,73%,1257,49%,7,18,"[40,60*13,80,100*3]"
2457,machine_3544,4.3,2,98%,78%,60,79%,79%,1157,53%,6,21,"[40*2,60*17,100*2]"
2457,machine_3545,2.3,17,81%,62%,90,69%,67%,1117,55%,6,22,"[40*3,60*17,100*2]"
2457,machine_3546,4.0,1,99%,76%,24,92%,89%,717,71%,7,26,"[40*2,60*20,80*2,100,200]"
2457,machine_3547,4.7,1,98%,81%,23,92%,90%,340,86%,7,29,"[40,60*23,80,100,150,167,200]"
2457,machine_3548,2.5,11,88%,64%,75,74%,72%,957,61%,7,24,"[40*2,60*19,80,100*2]"
2457,machine_3549,3.9,3,96%,75%,12,96%,92%,557,77%,6,28,"[40*4,60*21,80,100,300]"
2457,machine_3550,4.4,10,89%,79%,38,87%,83%,677,72%,7,25,"[40,60*21,80,100,300]"
2457,machine_3551,1.9,25,73%,58%,36,88%,87%,620,75%,6,27,"[40,60*23,100,150,167]"
2457,machine_3552,1.6,26,72%,50%,40,86%,84%,1067,57%,6,17,"[60*14,100,150,300]"
2457,machine_3554,2.9,16,82%,67%,96,67%,65%,1297,47%,7,18,"[40*2,60*13,100*3]"
2457,machine_3556,4.3,0,100%,78%,103,64%,63%,1177,52%,7,21,"[40*4,60*14,80,100*2]"
2457,machine_3557,1.1,35,62%,46%,144,50%,47%,1477,40%,7,15,"[40*4,60*9,80,200]"
2457,machine_3558,3.8,2,98%,73%,86,70%,69%,1277,48%,6,18,"[40*3,60*13,80,200]"
2457,machine_3560,2.7,15,84%,65%,101,65%,61%,1147,53%,7,20,"[40*3,60*14,100*2,150]"
2457,machine_3563,1.5,29,68%,52%,80,72%,71%,1197,51%,6,22,"[40*3,60*19]"
2457,machine_3565,5.3,2,98%,86%,104,64%,62%,1237,50%,7,15,"[40,60*10,80,100*2,300]"
2457,machine_3568,3.9,0,100%,74%,60,79%,75%,737,70%,6,27,"[40*2,60*21,80,100*3]"
2457,machine_3569,1.2,35,62%,49%,35,88%,86%,537,78%,7,32,"[40*2,60*29,100]"
2457,machine_3570,2.7,7,93%,63%,64,78%,76%,707,71%,6,22,"[60*15,100*5,150,200]"
2457,machine_3571,4.3,6,93%,78%,76,74%,73%,997,59%,5,24,"[40,60*22,100]"
2457,machine_3573,2.5,17,81%,63%,116,60%,59%,1337,46%,6,15,"[40*2,60*9,100*3,200]"
2457,machine_3574,1.0,44,52%,42%,165,43%,43%,1337,46%,7,16,"[40*3,60*10,100*2,200]"
2457,machine_3577,3.8,7,93%,74%,30,90%,86%,437,82%,7,28,"[40*2,60*20,80*3,100,200*2]"
2457,machine_3578,1.1,38,58%,45%,54,81%,80%,647,74%,7,29,"[40*3,60*24,100,150]"
2457,machine_3579,2.4,8,91%,61%,17,94%,93%,737,70%,6,23,"[40*3,60*15,100*4,300]"
2457,machine_3580,2.1,28,69%,61%,18,94%,91%,677,72%,7,28,"[40,60*22,80*4,100]"
2457,machine_3581,1.6,25,73%,51%,67,77%,75%,1097,55%,7,18,"[40,60*14,80,100,300]"
2457,machine_3583,2.1,25,73%,58%,111,61%,61%,1237,50%,7,20,"[40,60*18,100]"
2457,machine_3586,2.6,14,85%,64%,52,82%,80%,637,74%,7,28,"[40*3,60*22,80,100,200]"
2457,machine_3587,4.0,6,94%,76%,60,79%,77%,837,66%,7,24,"[40,60*20,80,100,200]"
2457,machine_3592,2.8,13,86%,64%,16,94%,93%,977,60%,6,24,"[60*23,100]"
2457,machine_3594,2.7,13,86%,66%,49,83%,81%,637,74%,6,29,"[40*2,60*23,80*2,100*2]"
2457,machine_3595,2.5,19,80%,63%,88,70%,66%,1117,55%,7,21,"[60*19,100*2]"
2457,machine_3596,3.2,8,92%,70%,22,93%,92%,597,76%,7,29,"[60*25,80*2,100*2]"
2457,machine_3597,3.6,7,92%,72%,24,92%,90%,1017,59%,7,20,"[40*2,60*13,80,100*3,200]"
2457,machine_3598,2.2,19,79%,59%,84,71%,70%,1077,56%,6,22,"[40,60*19,100*2]"
2457,machine_3599,4.9,2,98%,82%,68,76%,76%,877,64%,6,22,"[40*2,60*17,80,100,300]"
2457,machine_3600,3.0,15,84%,68%,45,84%,83%,717,71%,7,27,"[40*2,60*20,80*2,100*3]"
2457,machine_3601,2.3,9,90%,57%,24,92%,90%,1017,59%,5,24,"[40*3,60*18,80*3]"
2457,machine_3602,1.4,28,69%,51%,72,75%,75%,1087,56%,6,21,"[40*2,60*16,80,100,150]"
2457,machine_3603,3.6,6,93%,72%,25,91%,89%,457,81%,6,28,"[60*23,100*3,120,200]"
2457,machine_3605,2.0,10,89%,54%,92,68%,67%,1707,31%,4,9,"[40*2,60*4,80,150,200]"
2457,machine_3609,4.5,3,97%,80%,23,92%,91%,1077,56%,6,20,"[40*6,60*9,100*4,200]"
2457,machine_3612,4.3,4,95%,78%,17,94%,92%,197,92%,7,34,"[40*2,60*28,100*3,200]"
2457,machine_3613,3.1,11,88%,67%,23,92%,90%,537,78%,6,27,"[60*22,100*4,200]"
2457,machine_3615,1.5,6,93%,50%,102,65%,63%,537,78%,7,22,"[40,60*18,100*2,600]"
2457,machine_3616,2.8,6,93%,64%,88,69%,68%,1577,36%,5,12,"[40,60*6,80,100*4]"
2457,machine_3617,4.0,3,96%,75%,45,84%,83%,617,75%,6,29,"[40*2,60*23,80,100*3]"
2457,machine_3618,2.7,16,82%,65%,47,84%,82%,377,85%,7,26,"[40*3,60*18,80,100*3,500]"
2457,machine_3619,1.9,22,76%,57%,107,63%,62%,1097,55%,7,20,"[60*15,80*2,100*3]"
2457,machine_3620,2.0,19,80%,55%,10,96%,94%,877,64%,6,22,"[40,60*16,80,100*3,200]"
2457,machine_3621,1.1,37,59%,44%,108,62%,62%,1037,58%,7,25,"[40*4,60*21]"
2457,machine_3622,2.9,12,87%,67%,42,85%,84%,517,79%,7,24,"[40*3,60*16,80*2,100*2,500]"
2457,machine_3623,4.2,9,90%,77%,120,58%,57%,1217,50%,7,17,"[40*2,60*11,100*3,200]"
2457,machine_3624,4.0,0,99%,75%,45,84%,82%,917,63%,7,26,"[40*4,60*20,80,100]"
2457,machine_3625,4.1,2,98%,76%,45,84%,82%,757,69%,7,27,"[40,60*22,80*3,100]"
2457,machine_3627,3.5,13,85%,71%,47,84%,81%,817,67%,7,28,"[40*3,60*24,80]"
2457,machine_3628,2.1,22,76%,58%,52,82%,78%,717,71%,7,26,"[40*2,60*21,100*2,200]"
2457,machine_3629,3.8,1,99%,72%,89,69%,67%,917,63%,7,18,"[40*2,60*10,80*2,100,200*3]"
2457,machine_3632,4.0,0,100%,75%,56,81%,80%,997,59%,6,24,"[40*5,60*16,100*3]"
2457,machine_3633,3.9,7,92%,75%,89,69%,68%,977,60%,7,24,"[40,60*21,80,100]"
2457,machine_3634,3.1,10,89%,68%,9,97%,94%,857,65%,6,27,"[40*4,60*21,80,100]"
2457,machine_3636,1.7,27,71%,54%,128,56%,53%,1477,40%,6,17,"[40*3,60*13,80]"
2457,machine_3637,2.8,16,83%,66%,22,92%,90%,737,70%,6,30,"[40*4,60*26]"
2457,machine_3638,2.0,23,75%,59%,60,79%,78%,437,82%,7,25,"[40*2,60*15,80*3,100*3,200,300]"
2457,machine_3639,4.4,3,97%,79%,44,85%,84%,977,60%,6,15,"[40,60*9,100*2,200*2,300]"
2457,machine_3640,3.7,7,92%,73%,16,94%,93%,1177,52%,7,21,"[40*5,60*12,80*2,100*2]"
2457,machine_3642,3.7,3,96%,71%,52,82%,80%,677,72%,7,29,"[40*2,60*25,100*2]"
2457,machine_3643,1.9,23,75%,57%,70,76%,75%,1077,56%,6,21,"[40*3,60*16,100,200]"
2457,machine_3644,4.0,5,94%,75%,79,73%,72%,1177,52%,7,20,"[40,60*16,80,100*2]"
2457,machine_3645,3.7,2,98%,73%,56,81%,79%,1117,55%,6,21,"[40*3,60*17,200]"
2457,machine_3646,4.4,0,100%,78%,88,69%,67%,1277,48%,6,20,"[40,60*19]"
2457,machine_3648,2.5,18,80%,63%,27,91%,89%,657,73%,7,28,"[40*4,60*18,80*2,100*4]"
2457,machine_3649,2.3,22,76%,62%,98,66%,64%,1287,48%,7,18,"[40*4,60*11,100*2,150]"
2457,machine_3650,2.0,26,72%,58%,69,76%,75%,897,63%,7,25,"[60*23,80,100]"
2457,machine_3653,4.0,7,92%,76%,36,88%,82%,617,75%,7,27,"[40,60*22,80,100*2,200]"
2457,machine_3656,5.3,4,96%,86%,128,55%,44%,1417,42%,6,13,"[40,60*10,100,300]"
2457,machine_3658,3.7,8,91%,73%,31,89%,86%,607,75%,6,27,"[60*22,80,100*3,150]"
2457,machine_3659,3.6,10,89%,72%,88,69%,69%,1057,57%,7,20,"[40,60*16,100*2,200]"
2457,machine_3660,3.3,10,89%,69%,79,73%,70%,1187,52%,5,20,"[40*3,60*14,80*2,150]"
2457,machine_3661,3.3,9,90%,70%,22,92%,90%,257,90%,7,33,"[40*4,60*23,80*2,100*3,200]"
2457,machine_3663,3.7,7,92%,73%,48,83%,83%,957,61%,7,25,"[40*3,60*20,80,100]"
2457,machine_3664,4.0,3,97%,75%,45,84%,83%,717,71%,6,26,"[40,60*22,80,100,200]"
2457,machine_3665,3.5,12,87%,72%,110,62%,62%,1317,46%,6,19,"[40*2,60*16,100]"
2457,machine_3666,2.6,19,79%,63%,21,93%,92%,777,68%,7,27,"[40,60*24,100*2]"
2457,machine_3667,1.5,28,70%,52%,28,90%,89%,837,66%,6,25,"[40*2,60*18,80*2,100*3]"
2457,machine_3668,2.1,25,73%,58%,14,95%,92%,677,72%,7,28,"[40*4,60*22,100,200]"
2457,machine_3669,2.1,12,87%,58%,70,76%,73%,1377,44%,6,17,"[40*4,60*12,200]"
2457,machine_3670,4.0,6,93%,76%,24,92%,90%,517,79%,7,33,"[40*4,60*28,100]"
2457,machine_3672,2.0,23,75%,57%,87,70%,70%,1117,55%,6,22,"[40,60*19,80*2]"
2457,machine_3673,1.5,29,69%,51%,27,90%,88%,447,82%,7,26,"[40,60*18,80*3,100*2,150,300]"
2457,machine_3674,3.3,9,91%,69%,28,90%,88%,577,77%,6,28,"[40*2,60*22,80,100*2,200]"
2457,machine_3675,2.6,18,80%,64%,16,94%,92%,370,85%,7,31,"[60*27,100*3,167]"
2457,machine_3678,1.0,43,53%,38%,152,47%,46%,1597,35%,7,12,"[40,60*9,80,200]"
2457,machine_3679,1.7,24,74%,55%,56,81%,79%,1037,58%,7,20,"[40,60*15,80,100*2,200]"
2457,machine_3680,1.3,33,64%,48%,160,44%,44%,1637,33%,7,13,"[40,60*10,80,100]"
2457,machine_3681,2.7,14,85%,65%,32,89%,86%,677,72%,6,29,"[40*2,60*25,100*2]"
2457,machine_3684,1.5,32,65%,51%,65,78%,77%,1097,55%,7,23,"[40*3,60*19,100]"
2457,machine_3686,3.0,10,89%,68%,43,85%,82%,797,68%,5,24,"[40*2,60*18,100*3,200]"
2457,machine_3687,2.6,21,78%,64%,63,78%,76%,577,77%,7,29,"[60*28,200]"
2457,machine_3688,3.0,10,89%,67%,56,81%,80%,767,69%,7,24,"[40*2,60*18,80,100,150,200]"
2457,machine_3689,1.1,34,63%,41%,68,76%,75%,1067,57%,7,21,"[40,60*17,80,100,150]"
2457,machine_3691,2.5,21,77%,64%,36,87%,85%,577,77%,7,27,"[40,60*24,200*2]"
2457,machine_3692,2.5,14,85%,63%,94,67%,65%,967,61%,6,22,"[40,60*17,80,100*2,150]"
2457,machine_3693,3.4,6,93%,71%,120,58%,57%,1637,33%,3,13,"[40,60*10,80,100]"
2457,machine_3694,3.9,2,98%,73%,22,93%,92%,977,60%,7,22,"[40,60*15,80*3,100*3]"
2457,machine_3695,4.2,2,97%,78%,93,68%,66%,897,63%,6,15,"[40,60*9,80,100*2,200,500]"
2457,machine_3696,2.6,12,87%,64%,68,76%,74%,1517,38%,6,16,"[40*3,60*12,100]"
2457,machine_3697,4.0,2,98%,75%,88,69%,69%,1497,39%,6,16,"[40*2,60*13,100]"
2457,machine_3698,4.6,1,99%,80%,116,60%,59%,1477,40%,6,16,"[40,60*14,100]"
2457,machine_3699,3.2,5,95%,69%,60,79%,76%,1197,51%,5,20,"[40*2,60*15,80,100*2]"
2457,machine_3700,4.1,5,95%,77%,38,87%,86%,597,76%,7,30,"[40*3,60*24,100*3]"
2457,machine_3702,4.2,1,99%,77%,84,71%,70%,1197,51%,6,20,"[40*2,60*15,80,100*2]"
2457,machine_3703,3.5,12,87%,72%,62,79%,78%,927,62%,7,24,"[40*4,60*17,100*2,150]"
2457,machine_3704,2.9,5,95%,65%,22,92%,90%,617,75%,5,29,"[40,60*24,80*2,100*2]"
2457,machine_3707,2.7,17,82%,65%,72,75%,74%,1157,53%,7,21,"[40*2,60*17,100*2]"
2457,machine_3711,2.8,17,82%,66%,41,86%,83%,597,76%,6,30,"[40*2,60*25,80,100*2]"
2457,machine_3712,2.5,21,78%,63%,51,82%,80%,857,65%,7,27,"[40*2,60*24,80]"
2457,machine_3713,3.0,17,82%,67%,35,88%,86%,797,68%,7,26,"[40*2,60*19,80*3,100*2]"
2457,machine_3714,2.2,18,81%,59%,16,94%,94%,897,63%,6,25,"[40*2,60*20,80,100*2]"
2457,machine_3717,3.0,14,85%,67%,105,64%,61%,1197,51%,7,19,"[40*2,60*15,80,200]"
2457,machine_3718,3.2,13,86%,70%,95,67%,65%,917,63%,7,22,"[40*2,60*16,100*3,200]"
2457,machine_3720,3.9,11,88%,75%,32,89%,86%,877,64%,7,25,"[40*2,60*18,80*4,100]"
2457,machine_3721,2.5,19,79%,63%,44,85%,83%,617,75%,7,29,"[60*26,80,100*2]"
2457,machine_3722,2.2,17,82%,59%,31,89%,88%,677,72%,6,29,"[40,60*26,80,100]"
2457,machine_3726,2.6,9,90%,63%,33,88%,87%,937,62%,7,23,"[40*2,60*19,100,200]"
2457,machine_3728,1.5,20,78%,50%,17,94%,93%,537,78%,7,28,"[40*3,60*20,100*4,200]"
2457,machine_3730,3.7,4,95%,73%,120,58%,55%,1417,42%,7,14,"[40*2,60*8,80,100*2,200]"
2457,machine_3731,1.9,14,85%,58%,124,57%,57%,1497,39%,7,15,"[40*3,60*9,100*3]"
2457,machine_3732,1.2,29,68%,47%,94,67%,67%,1397,43%,5,18,"[40*4,60*12,80,100]"
2457,machine_3733,3.4,5,94%,71%,20,93%,91%,577,77%,7,30,"[60*28,100*2]"
2457,machine_3734,2.3,21,77%,61%,64,78%,77%,1197,51%,7,21,"[40*2,60*18,100]"
2457,machine_3736,4.0,3,97%,75%,10,97%,95%,397,84%,7,31,"[60*28,80,100,200]"
2457,machine_3738,3.3,12,86%,70%,105,64%,62%,1097,55%,7,21,"[40,60*17,100*3]"
2457,machine_3741,2.7,13,85%,65%,75,74%,72%,647,74%,7,26,"[40,60*22,100,150,200]"
2457,machine_3742,4.3,4,96%,78%,75,74%,72%,657,73%,7,25,"[40,60*21,100,200*2]"
2457,machine_3743,2.1,21,77%,59%,17,94%,91%,237,90%,6,22,"[60*16,80*2,100,150,250,600]"
2457,machine_3745,1.4,37,60%,54%,116,60%,59%,1177,52%,7,21,"[40,60*19,100]"
2457,machine_3746,1.7,23,75%,55%,52,82%,81%,777,68%,6,26,"[40*2,60*19,80*2,100*3]"
2457,machine_3747,3.0,14,85%,67%,33,88%,87%,257,90%,7,33,"[40*3,60*27,80*2,300]"
2457,machine_3749,2.4,19,79%,63%,34,88%,86%,757,69%,7,28,"[40*3,60*23,100*2]"
2457,machine_3751,2.7,15,84%,66%,47,84%,81%,687,72%,7,26,"[60*22,100*3,150]"
